Estado,Sector ,Tipo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Nuevo Leon ,Preescolar, PRIVADO,"29,621","30,956","34,727","37,696","42,670","51,621","53,573","51,316","46,530","42,461","41,312","40,601","40,750","40,733","40,901","42,075","43,292","45,622","45,978","46,401","32,374","29,350","38,168","39,215","40,019"
Nuevo Leon ,Primaria  , TOTAL,"474,821","480,914","487,316","497,795","504,104","509,835","527,272","545,715","573,143","578,826","578,884","580,141","577,703","570,724","558,044","561,296","565,832","571,175","577,365","580,968","582,297","580,719","583,542","581,838","581,880"
Nuevo Leon ,Primaria, P�BLICO,"419,409","423,878","428,607","438,298","444,351","450,055","465,532","480,635","504,066","509,004","509,034","511,199","507,934","501,029","489,576","491,503","493,527","496,726","500,854","503,290","510,275","507,767","505,878","502,195","501,356"
Nuevo Leon ,Primaria, PRIVADO,"55,412","57,036","58,709","59,497","59,753","59,780","61,740","65,080","69,077","69,822","69,850","68,942","69,769","69,695","68,468","69,793","72,305","74,449","76,511","77,678","72,022","72,952","77,664","79,643","80,524"
Nuevo Leon ,Secundaria, TOTAL,"194,404","196,404","203,682","206,809","214,451","218,899","221,384","222,517","225,693","230,885","239,872","244,076","255,648","270,229","290,655","289,057","280,587","267,203","268,207","271,699","278,060","278,606","275,402","279,964","283,991"
Nuevo Leon ,Secundaria, P�BLICO,"174,114","175,142","181,774","184,823","192,343","196,470","198,323","198,838","201,169","205,646","213,785","217,349","227,716","240,898","259,352","257,446","248,920","236,502","236,858","239,950","246,672","247,164","242,122","245,215","248,548"
Nuevo Leon ,Secundaria, PRIVADO,"20,290","21,262","21,908","21,986","22,108","22,429","23,061","23,679","24,524","25,239","26,087","26,727","27,932","29,331","31,303","31,611","31,667","30,701","31,349","31,749","31,388","31,442","33,280","34,749","35,443"
Nuevo Leon ,Bachillerato, TOTAL,"77,683","82,994","86,780","92,297","98,597","100,554","102,121","108,394","115,935","115,657","116,261","123,486","132,284","157,583","164,791","172,698","179,833","189,474","187,711","184,004","175,686","174,576","184,960","194,489","199,300"
Nuevo Leon ,Bachillerato, P�BLICO,"52,146","55,441","57,005","58,908","61,978","63,614","63,881","69,779","74,380","75,315","76,573","81,565","87,841","113,828","121,101","128,439","134,250","141,868","141,765","142,301","142,591","141,547","146,114","151,906","155,005"
Nuevo Leon ,Bachillerato, PRIVADO,"25,537","27,553","29,775","33,389","36,619","36,940","38,240","38,615","41,555","40,342","39,688","41,921","44,443","43,755","43,690","44,259","45,583","47,606","45,946","41,703","33,095","33,029","38,846","42,583","44,295"
Oaxaca,Preescolar, TOTAL,"141,404","141,875","145,426","151,492","162,967","170,750","170,750","171,712","171,891","174,544","180,716","187,850","193,060","189,873","196,944","201,645","203,055","196,250","158,950","160,350","155,564","155,630","159,111","182,002","183,328"
Oaxaca,Preescolar, P�BLICO,"138,640","139,049","142,461","148,390","158,762","165,582","165,582","163,754","163,898","166,834","172,832","179,948","184,549","181,065","188,003","192,521","193,408","186,306","149,037","150,325","148,864","149,483","150,890","173,926","175,065"
Oaxaca,Preescolar, PRIVADO,"2,764","2,826","2,965","3,102","4,205","5,168","5,168","7,958","7,993","7,710","7,884","7,902","8,511","8,808","8,941","9,124","9,647","9,944","9,913","10,025","6,700","6,147","8,221","8,076","8,263"
Oaxaca,Primaria  , TOTAL,"633,002","638,897","637,817","634,922","622,862","605,168","605,168","577,341","570,405","558,891","559,186","558,987","554,295","532,635","532,359","531,074","529,113","498,052","498,400","466,204","465,357","457,931","456,863","475,210","490,030"
Oaxaca,Primaria, P�BLICO,"619,351","624,659","624,078","620,608","608,803","591,217","591,217","560,192","554,285","543,049","543,379","542,626","537,701","514,036","514,012","512,943","509,086","478,337","478,755","446,932","448,134","439,384","437,307","455,061","468,588"
Oaxaca,Primaria, PRIVADO,"13,651","14,238","13,739","14,314","14,059","13,951","13,951","17,149","16,120","15,842","15,807","16,361","16,594","18,599","18,347","18,131","20,027","19,715","19,645","19,272","17,223","18,547","19,556","20,149","21,442"
Oaxaca,Secundaria, TOTAL,"202,988","208,108","211,974","216,231","223,085","231,198","231,198","234,248","231,343","229,546","224,951","220,095","224,972","223,065","231,588","232,776","231,580","225,110","229,301","223,189","223,003","212,995","196,223","218,873","224,739"
Oaxaca,Secundaria, P�BLICO,"198,474","203,334","207,156","211,502","218,219","226,038","226,038","227,563","224,859","223,434","218,867","214,119","218,481","215,435","223,765","225,005","222,997","216,904","221,166","215,231","215,304","205,219","188,519","210,469","216,067"
Oaxaca,Secundaria, PRIVADO,"4,514","4,774","4,818","4,729","4,866","5,160","5,160","6,685","6,484","6,112","6,084","5,976","6,491","7,630","7,823","7,771","8,583","8,206","8,135","7,958","7,699","7,776","7,704","8,404","8,672"
Oaxaca,Bachillerato, TOTAL,"88,952","98,467","107,603","116,490","122,080","121,823","121,823","122,851","127,709","127,807","129,716","132,511","132,635","139,379","144,092","147,072","152,469","152,715","152,081","150,119","145,247","139,677","143,092","147,377","154,923"
Oaxaca,Bachillerato, P�BLICO,"79,810","89,365","97,395","106,493","112,219","112,782","112,782","114,218","118,638","118,756","120,681","123,244","123,408","127,048","131,876","134,501","139,841","140,517","139,505","138,221","134,634","128,937","131,565","135,737","142,649"
Oaxaca,Bachillerato, PRIVADO,"9,142","9,102","10,208","9,997","9,861","9,041","9,041","8,633","9,071","9,051","9,035","9,267","9,227","12,331","12,216","12,571","12,628","12,198","12,576","11,898","10,613","10,740","11,527","11,640","12,274"
Puebla,Preescolar, TOTAL,"193,377","195,625","209,567","225,333","246,316","270,631","286,970","300,369","285,778","271,962","268,335","272,825","276,177","277,537","288,823","292,653","305,750","303,527","298,254","289,047","261,408","256,028","271,589","264,917","269,683"
Puebla,Preescolar, P�BLICO,"177,169","179,024","190,923","201,952","215,431","228,867","239,270","249,821","238,230","227,628","225,821","229,950","232,554","233,700","245,272","248,761","261,574","254,018","247,424","243,449","234,027","229,817","238,783","231,636","235,620"
Puebla,Preescolar, PRIVADO,"16,208","16,601","18,644","23,381","30,885","41,764","47,700","50,548","47,548","44,334","42,514","42,875","43,623","43,837","43,551","43,892","44,176","49,509","50,830","45,598","27,381","26,211","32,806","33,281","34,063"
Puebla,Primaria  , TOTAL,"829,045","827,012","829,687","819,162","811,065","802,722","802,030","802,466","820,053","835,981","840,575","845,805","841,340","834,085","815,725","797,201","786,681","781,893","782,767","778,502","764,843","749,740","751,723","745,632","741,749"
Puebla,Primaria, P�BLICO,"772,494","769,842","770,877","760,849","753,159","744,924","742,786","741,978","756,816","770,425","774,102","778,027","772,220","764,815","747,446","730,893","720,725","714,119","713,334","709,140","705,623","690,441","688,512","681,302","677,417"
Puebla,Primaria, PRIVADO,"56,551","57,170","58,810","58,313","57,906","57,798","59,244","60,488","63,237","65,556","66,473","67,778","69,120","69,270","68,279","66,308","65,956","67,774","69,433","69,362","59,220","59,299","63,211","64,330","64,332"
Puebla,Secundaria, TOTAL,"276,542","284,471","296,055","307,827","317,401","321,428","323,750","323,292","324,820","321,062","323,997","326,728","337,315","348,854","371,247","386,829","388,684","375,943","360,582","351,442","343,687","337,035","337,866","346,095","351,528"
Puebla,Secundaria, P�BLICO,"254,069","261,460","272,180","284,278","293,979","298,337","300,508","300,319","301,369","298,165","300,134","302,624","311,803","322,369","342,593","356,253","357,776","344,807","330,557","321,502","316,678","310,279","310,618","317,673","322,588"
Puebla,Secundaria, PRIVADO,"22,473","23,011","23,875","23,549","23,422","23,091","23,242","22,973","23,451","22,897","23,863","24,104","25,512","26,485","28,654","30,576","30,908","31,136","30,025","29,940","27,009","26,756","27,248","28,422","28,940"
Puebla,Bachillerato, TOTAL,"117,462","135,602","149,344","164,715","172,967","180,891","192,956","198,066","205,712","211,544","216,509","228,506","234,974","251,159","256,442","271,386","277,008","287,960","297,736","298,512","279,480","268,833","269,130","274,513","278,397"
Puebla,Bachillerato, P�BLICO,"88,231","103,910","116,054","129,522","137,968","145,544","154,799","161,803","166,289","173,210","178,003","185,215","190,193","200,782","209,423","221,590","227,872","237,412","244,572","247,010","240,042","231,896","230,750","235,080","238,213"
Puebla,Bachillerato, PRIVADO,"29,231","31,692","33,290","35,193","34,999","35,347","38,157","36,263","39,423","38,334","38,506","43,291","44,781","50,377","47,019","49,796","49,136","50,548","53,164","51,502","39,438","36,937","38,380","39,433","40,184"
Queretaro,Preescolar, TOTAL,"60,033","59,950","61,643","63,095","67,598","76,500","84,451","82,180","81,111","81,084","82,054","83,845","85,698","86,206","85,065","86,777","88,895","90,334","88,969","89,914","80,159","78,809","81,481","79,650","80,497"
Queretaro,Preescolar, P�BLICO,"49,161","48,661","49,931","51,230","53,693","62,453","68,831","66,341","65,409","65,797","66,547","67,749","69,228","69,565","67,900","69,062","70,368","69,705","68,173","68,183","66,143","64,490","63,803","61,507","61,835"
Queretaro,Preescolar, PRIVADO,"10,872","11,289","11,712","11,865","13,905","14,047","15,620","15,839","15,702","15,287","15,507","16,096","16,470","16,641","17,165","17,715","18,527","20,629","20,796","21,731","14,016","14,319","17,678","18,143","18,662"
Queretaro,Primaria  , TOTAL,"225,844","229,389","230,807","231,795","233,916","234,534","235,207","244,659","246,794","249,232","251,468","254,205","253,894","248,979","248,608","249,687","251,798","254,548","258,402","259,326","257,565","256,512","253,497","252,328","251,299"
Queretaro,Primaria, P�BLICO,"200,880","202,852","203,341","203,544","204,965","204,998","204,998","212,646","213,577","215,499","216,671","218,186","217,064","211,120","210,606","210,651","211,525","212,445","214,917","215,289","218,345","217,822","211,334","207,641","206,116"
Queretaro,Primaria, PRIVADO,"24,964","26,537","27,466","28,251","28,951","29,536","30,209","32,013","33,217","33,733","34,797","36,019","36,830","37,859","38,002","39,036","40,273","42,103","43,485","44,037","39,220","38,690","42,163","44,687","45,183"
Queretaro,Secundaria, TOTAL,"82,757","84,989","88,856","90,653","92,169","93,324","96,466","100,311","101,980","101,785","102,161","103,503","107,321","116,561","120,780","122,316","117,636","116,738","116,795","119,163","121,345","123,297","120,125","122,365","126,076"
Queretaro,Secundaria, P�BLICO,"72,861","74,568","78,061","79,812","81,355","82,400","85,130","88,575","89,811","89,412","89,216","90,017","92,813","100,613","103,926","105,003","100,192","98,962","98,499","100,451","103,683","105,515","101,468","102,743","105,750"
Queretaro,Secundaria, PRIVADO,"9,896","10,421","10,795","10,841","10,814","10,924","11,336","11,736","12,169","12,373","12,945","13,486","14,508","15,948","16,854","17,313","17,444","17,776","18,296","18,712","17,662","17,782","18,657","19,622","20,326"
Queretaro,Bachillerato, TOTAL,"36,503","39,736","42,379","47,300","49,902","52,164","53,828","54,570","54,563","58,110","61,909","64,594","66,839","73,610","78,845","83,433","89,623","89,524","91,314","89,674","87,249","84,127","90,013","95,149","97,620"
Queretaro,Bachillerato, P�BLICO,"26,122","28,523","30,569","33,986","36,446","38,294","40,252","41,068","41,424","44,837","47,916","49,824","50,924","55,900","59,746","62,930","67,121","66,426","66,681","65,541","65,214","62,503","66,091","70,233","72,005"
Queretaro,Bachillerato, PRIVADO,"10,381","11,213","11,810","13,314","13,456","13,870","13,576","13,502","13,139","13,273","13,993","14,770","15,915","17,710","19,099","20,503","22,502","23,098","24,633","24,133","22,035","21,624","23,922","24,916","25,615"
Quintana Roo,Preescolar, TOTAL,"34,100","34,103","36,989","36,676","38,695","43,617","48,265","50,177","49,240","49,610","49,557","50,204","51,528","52,286","53,646","54,025","56,657","58,024","59,455","60,058","52,297","48,796","54,941","53,705","55,113"
Quintana Roo,Preescolar, P�BLICO,"31,325","31,447","34,088","33,714","34,451","38,192","40,732","42,360","41,327","42,159","41,924","42,153","43,592","44,331","45,525","45,292","46,896","47,469","47,989","48,856","46,435","42,478","45,942","44,259","45,240"
Quintana Roo,Preescolar, PRIVADO,"2,775","2,656","2,901","2,962","4,244","5,425","7,533","7,817","7,913","7,451","7,633","8,051","7,936","7,955","8,121","8,733","9,761","10,555","11,466","11,202","5,862","6,318","8,999","9,446","9,873"
Quintana Roo,Primaria  , TOTAL,"135,334","140,062","143,589","150,296","153,364","153,587","154,811","161,221","167,901","165,749","166,038","169,580","173,216","172,965","173,313","176,865","182,508","187,064","191,268","194,728","192,939","192,805","194,034","189,237","185,994"
Quintana Roo,Primaria, P�BLICO,"124,958","128,978","132,124","138,447","140,721","140,408","141,024","145,957","151,395","149,091","148,579","151,601","154,657","153,166","152,750","155,738","159,735","163,439","166,391","169,808","173,094","173,127","170,851","164,205","160,984"
Quintana Roo,Primaria, PRIVADO,"10,376","11,084","11,465","11,849","12,643","13,179","13,787","15,264","16,506","16,658","17,459","17,979","18,559","19,799","20,563","21,127","22,773","23,625","24,877","24,920","19,845","19,678","23,183","25,032","25,010"
Quintana Roo,Secundaria, TOTAL,"46,785","49,459","53,011","55,787","58,273","61,009","63,743","66,624","69,438","72,412","72,824","71,324","69,147","73,984","81,208","85,213","84,737","83,814","85,261","87,069","89,433","93,262","93,683","92,234","90,169"
Quintana Roo,Secundaria, P�BLICO,"43,920","46,298","49,461","51,925","54,053","56,168","58,529","60,885","62,942","65,758","65,720","64,181","61,968","66,278","72,641","75,945","75,063","74,053","74,873","76,249","79,901","83,820","83,138","80,638","78,951"
Quintana Roo,Secundaria, PRIVADO,"2,865","3,161","3,550","3,862","4,220","4,841","5,214","5,739","6,496","6,654","7,104","7,143","7,179","7,706","8,567","9,268","9,674","9,761","10,388","10,820","9,532","9,442","10,545","11,596","11,218"
Quintana Roo,Bachillerato, TOTAL,"23,446","25,471","26,706","29,701","31,250","33,693","34,809","35,916","36,649","35,212","37,285","40,608","43,565","57,222","57,787","57,471","60,212","64,732","67,412","68,039","66,034","65,842","71,709","73,249","73,777"
Quintana Roo,Bachillerato, P�BLICO,"21,124","22,944","24,022","26,866","27,921","29,491","30,073","30,907","31,169","29,834","30,951","33,569","35,681","49,284","49,930","49,654","52,166","55,145","57,506","57,665","56,438","57,317","61,372","63,053","63,428"
Quintana Roo,Bachillerato, PRIVADO,"2,322","2,527","2,684","2,835","3,329","4,202","4,736","5,009","5,480","5,378","6,334","7,039","7,884","7,938","7,857","7,817","8,046","9,587","9,906","10,374","9,596","8,525","10,337","10,196","10,349"
San Luis Potosi,Preescolar, TOTAL,"98,654","97,367","102,633","103,944","115,804","123,899","141,909","145,459","130,953","128,428","127,338","128,224","129,386","128,287","126,102","124,254","128,335","126,712","125,488","123,966","115,966","110,127","112,524","111,336","112,083"
San Luis Potosi,Preescolar, P�BLICO,"93,210","91,413","95,848","96,848","105,673","111,341","127,070","130,525","117,937","115,758","115,014","115,650","116,521","115,395","113,500","111,216","113,884","110,736","109,364","107,644","104,502","98,829","99,401","98,321","98,763"
San Luis Potosi,Preescolar, PRIVADO,"5,444","5,954","6,785","7,096","10,131","12,558","14,839","14,934","13,016","12,670","12,324","12,574","12,865","12,892","12,602","13,038","14,451","15,976","16,124","16,322","11,464","11,298","13,123","13,015","13,320"
San Luis Potosi,Primaria  , TOTAL,"378,707","376,914","373,433","367,497","363,289","358,265","354,932","353,262","365,380","367,267","366,551","364,988","359,739","352,957","336,387","327,585","321,346","316,319","313,445","309,309","305,212","299,068","297,011","292,270","288,770"
San Luis Potosi,Primaria, P�BLICO,"352,190","349,585","345,863","340,189","335,766","330,562","326,991","325,244","336,003","337,964","337,855","335,959","330,924","324,372","308,984","300,443","293,762","287,995","284,331","279,961","278,681","272,867","268,873","263,370","259,777"
San Luis Potosi,Primaria, PRIVADO,"26,517","27,329","27,570","27,308","27,523","27,703","27,941","28,018","29,377","29,303","28,696","29,029","28,815","28,585","27,403","27,142","27,584","28,324","29,114","29,348","26,531","26,201","28,138","28,900","28,993"
San Luis Potosi,Secundaria, TOTAL,"140,294","142,217","146,284","149,264","150,617","152,401","154,266","156,203","155,207","151,987","150,545","150,855","154,857","158,815","172,217","172,995","171,017","159,119","154,257","150,016","147,498","142,883","141,849","142,927","143,173"
San Luis Potosi,Secundaria, P�BLICO,"130,963","132,660","136,399","139,538","140,714","142,256","143,969","145,931","144,903","141,824","140,504","140,295","143,708","146,949","159,148","159,247","157,191","145,506","140,592","136,086","134,521","129,882","128,885","129,636","129,886"
San Luis Potosi,Secundaria, PRIVADO,"9,331","9,557","9,885","9,726","9,903","10,145","10,297","10,272","10,304","10,163","10,041","10,560","11,149","11,866","13,069","13,748","13,826","13,613","13,665","13,930","12,977","13,001","12,964","13,291","13,287"
San Luis Potosi,Bachillerato, TOTAL,"50,586","58,229","62,938","68,526","71,268","74,910","77,291","78,734","81,040","83,889","88,482","93,119","94,657","104,299","105,328","107,753","107,890","114,322","114,636","110,434","102,633","97,237","100,159","101,056","101,324"
San Luis Potosi,Bachillerato, P�BLICO,"39,307","46,606","51,737","57,342","60,184","63,833","65,965","67,316","69,598","72,578","77,174","81,504","82,858","66,177","67,385","68,892","69,053","72,205","71,895","71,971","68,302","64,241","65,669","67,017","67,224"
San Luis Potosi,Bachillerato, PRIVADO,"11,279","11,623","11,201","11,184","11,084","11,077","11,326","11,418","11,442","11,311","11,308","11,615","11,799","38,122","37,943","38,861","38,837","42,117","42,741","38,463","34,331","32,996","34,490","34,039","34,100"
Sinaloa,Preescolar, TOTAL,"93,403","89,438","93,322","91,498","93,223","98,979","114,824","124,843","112,517","113,093","113,970","113,145","113,670","112,180","109,776","108,400","108,632","109,304","108,281","110,783","107,025","107,623","110,424","108,442","108,473"
Sinaloa,Preescolar, P�BLICO,"86,196","81,962","85,823","83,903","83,854","88,733","103,403","112,659","100,581","101,112","102,079","101,246","101,041","99,536","96,970","95,351","95,136","93,167","91,660","93,675","94,152","95,836","94,298","91,360","91,461"
Sinaloa,Preescolar, PRIVADO,"7,207","7,476","7,499","7,595","9,369","10,246","11,421","12,184","11,936","11,981","11,891","11,899","12,629","12,644","12,806","13,049","13,496","16,137","16,621","17,108","12,873","11,787","16,126","17,082","17,012"
Sinaloa,Primaria  , TOTAL,"356,943","363,530","364,341","367,788","369,295","363,503","360,203","345,853","353,690","355,206","351,855","351,145","345,795","347,085","336,710","332,491","328,653","326,931","322,089","320,593","314,293","309,816","306,849","303,191","300,676"
Sinaloa,Primaria, P�BLICO,"332,334","337,604","337,564","340,615","341,707","335,449","331,074","316,475","324,466","325,085","321,849","320,705","315,034","315,441","305,357","300,357","295,223","292,238","286,815","285,012","282,511","278,300","271,404","266,112","263,012"
Sinaloa,Primaria, PRIVADO,"24,609","25,926","26,777","27,173","27,588","28,054","29,129","29,378","29,224","30,121","30,006","30,440","30,761","31,644","31,353","32,134","33,430","34,693","35,274","35,581","31,782","31,516","35,445","37,079","37,664"
Sinaloa,Secundaria, TOTAL,"144,566","144,583","144,187","138,936","140,403","142,158","149,078","157,287","160,003","160,457","158,520","155,072","154,899","149,236","160,808","160,634","163,239","155,038","154,579","154,507","156,830","154,636","151,392","152,219","153,116"
Sinaloa,Secundaria, P�BLICO,"133,590","133,265","132,628","128,079","129,515","130,897","136,949","144,416","147,076","147,615","145,802","142,872","142,437","136,028","146,663","145,994","148,071","139,940","139,151","138,683","141,557","139,463","135,259","135,344","135,996"
Sinaloa,Secundaria, PRIVADO,"10,976","11,318","11,559","10,857","10,888","11,261","12,129","12,871","12,927","12,842","12,718","12,200","12,462","13,208","14,145","14,640","15,168","15,098","15,428","15,824","15,273","15,173","16,133","16,875","17,120"
Sinaloa,Bachillerato, TOTAL,"90,293","92,346","97,086","100,204","100,112","102,276","96,357","98,736","100,783","107,495","111,861","115,851","117,517","136,292","133,472","136,083","131,862","140,342","139,622","141,744","137,099","129,635","137,628","140,852","140,140"
Sinaloa,Bachillerato, P�BLICO,"81,555","83,237","87,584","90,219","90,335","92,472","87,015","89,230","91,265","98,076","102,627","106,114","107,397","123,375","120,362","122,775","118,437","126,351","125,358","127,067","123,561","116,263","123,589","126,603","125,993"
Sinaloa,Bachillerato, PRIVADO,"8,738","9,109","9,502","9,985","9,777","9,804","9,342","9,506","9,518","9,419","9,234","9,737","10,120","12,917","13,110","13,308","13,425","13,991","14,264","14,677","13,538","13,372","14,039","14,249","14,147"
Sonora,Preescolar, TOTAL,"72,367","72,717","77,809","79,581","82,338","92,039","104,534","94,878","93,261","94,205","96,158","98,144","99,886","99,002","97,162","95,956","98,752","98,896","97,201","98,357","87,460","82,512","86,191","84,984","84,882"
Sonora,Preescolar, P�BLICO,"63,431","63,854","68,317","69,522","71,402","78,699","87,217","78,854","79,250","79,789","81,903","84,335","85,611","84,308","82,555","80,777","81,903","80,214","77,607","77,496","73,903","69,644","69,686","67,329","67,061"
Sonora,Preescolar, PRIVADO,"8,936","8,863","9,492","10,059","10,936","13,340","17,317","16,024","14,011","14,416","14,255","13,809","14,275","14,694","14,607","15,179","16,849","18,682","19,594","20,861","13,557","12,868","16,505","17,655","17,821"
Sonora,Primaria  , TOTAL,"312,525","317,816","318,834","317,950","316,225","316,325","316,617","335,270","340,535","341,147","344,076","343,621","342,874","326,464","322,437","319,637","317,692","314,517","310,804","307,526","303,903","298,952","293,322","288,929","284,226"
Sonora,Primaria, P�BLICO,"285,592","289,499","290,357","289,466","287,819","287,500","286,962","302,761","307,676","308,407","311,176","310,140","308,465","292,604","288,651","285,014","281,925","277,700","272,950","268,617","268,361","263,328","254,222","248,605","243,561"
Sonora,Primaria, PRIVADO,"26,933","28,317","28,477","28,484","28,406","28,825","29,655","32,509","32,859","32,740","32,900","33,481","34,409","33,860","33,786","34,623","35,767","36,817","37,854","38,909","35,542","35,624","39,100","40,324","40,665"
Sonora,Secundaria, TOTAL,"120,177","117,088","120,047","124,673","133,180","136,435","139,127","139,628","142,142","142,494","145,868","148,577","152,672","168,141","170,479","167,385","151,888","147,902","147,461","149,479","152,003","152,287","145,723","144,188","144,246"
Sonora,Secundaria, P�BLICO,"110,962","107,871","110,794","115,296","123,214","126,013","128,177","128,382","130,610","130,726","133,559","135,620","138,554","151,762","153,331","149,595","134,807","130,768","130,044","131,241","134,652","134,835","127,642","124,776","124,623"
Sonora,Secundaria, PRIVADO,"9,215","9,217","9,253","9,377","9,966","10,422","10,950","11,246","11,532","11,768","12,309","12,957","14,118","16,379","17,148","17,790","17,081","17,134","17,417","18,238","17,351","17,452","18,081","19,412","19,623"
Sonora,Bachillerato, TOTAL,"67,652","70,771","72,136","74,485","74,849","79,840","80,829","85,434","79,810","82,734","92,479","94,086","97,691","110,991","114,057","117,066","128,545","127,043","122,030","115,855","114,765","113,627","118,028","122,747","124,761"
Sonora,Bachillerato, P�BLICO,"54,919","56,511","58,178","59,397","60,814","65,291","65,580","68,113","68,009","69,716","75,881","78,354","80,705","94,875","97,304","99,706","108,974","107,402","105,739","99,305","98,937","97,551","101,088","103,545","105,036"
Sonora,Bachillerato, PRIVADO,"12,733","14,260","13,958","15,088","14,035","14,549","15,249","17,321","11,801","13,018","16,598","15,732","16,986","16,116","16,753","17,360","19,571","19,641","16,291","16,550","15,828","16,076","16,940","19,202","19,725"
Tabasco ,Preescolar, TOTAL,"90,549","92,819","95,971","99,570","106,823","108,152","108,691","111,156","110,507","113,108","112,420","114,290","117,947","122,596","123,957","122,950","125,969","123,000","123,082","120,516","113,327","106,853","105,905","102,686","100,788"
Tabasco ,Preescolar, P�BLICO,"85,438","87,796","90,853","94,063","100,907","101,886","101,950","104,363","103,670","106,096","105,578","107,438","110,539","114,589","115,517","114,808","118,232","115,837","115,641","113,086","108,770","103,023","100,820","97,542","95,682"
Tabasco ,Preescolar, PRIVADO,"5,111","5,023","5,118","5,507","5,916","6,266","6,741","6,793","6,837","7,012","6,842","6,852","7,408","8,007","8,440","8,142","7,737","7,163","7,441","7,430","4,557","3,830","5,085","5,144","5,106"
Tabasco ,Primaria  , TOTAL,"306,494","304,956","302,833","300,354","296,261","292,547","296,176","296,464","296,050","298,347","299,483","299,800","295,776","294,526","294,877","296,411","295,185","291,258","288,980","288,847","286,727","282,172","278,171","270,241","263,571"
Tabasco ,Primaria, P�BLICO,"291,379","289,497","287,178","284,633","280,868","277,209","280,580","280,760","280,249","282,634","283,595","283,888","279,358","277,498","277,634","279,064","278,194","274,859","272,725","272,436","271,975","268,017","262,783","254,564","248,180"
Tabasco ,Primaria, PRIVADO,"15,115","15,459","15,655","15,721","15,393","15,338","15,596","15,704","15,801","15,713","15,888","15,912","16,418","17,028","17,243","17,347","16,991","16,399","16,255","16,411","14,752","14,155","15,388","15,677","15,391"
Tabasco ,Secundaria, TOTAL,"120,421","123,112","127,239","130,064","131,871","130,892","133,419","130,506","130,209","127,803","126,333","126,428","132,033","135,892","139,054","136,525","135,550","135,007","135,560","134,995","135,133","134,301","134,160","135,967","135,332"
Tabasco ,Secundaria, P�BLICO,"114,345","116,689","120,579","123,256","124,938","123,950","126,364","123,350","123,119","120,794","119,573","119,608","124,752","127,865","130,720","128,411","127,543","127,364","127,786","127,038","127,464","126,662","126,084","127,484","126,856"
Tabasco ,Secundaria, PRIVADO,"6,076","6,423","6,660","6,808","6,933","6,942","7,055","7,156","7,090","7,009","6,760","6,820","7,281","8,027","8,334","8,114","8,007","7,643","7,774","7,957","7,669","7,639","8,076","8,483","8,476"
Tabasco ,Bachillerato, TOTAL,"75,360","78,440","81,620","83,071","83,088","85,951","86,942","90,602","91,193","92,860","92,143","93,423","93,338","99,854","103,043","108,283","111,985","113,669","112,818","112,440","111,107","111,026","115,170","117,029","118,695"
Tabasco ,Bachillerato, P�BLICO,"68,256","71,032","73,972","75,225","75,688","77,522","78,426","82,119","83,162","85,270","84,740","85,949","85,866","91,907","94,564","99,659","103,488","104,649","103,550","104,111","103,086","103,268","107,055","106,627","107,894"
Tabasco ,Bachillerato, PRIVADO,"7,104","7,408","7,648","7,846","7,400","8,429","8,516","8,483","8,031","7,590","7,403","7,474","7,472","7,947","8,479","8,624","8,497","9,020","9,268","8,329","8,021","7,758","8,115","10,402","10,801"
Tamaulipas,Preescolar, TOTAL,"84,255","81,591","88,311","90,530","101,883","113,138","121,412","117,328","119,040","117,897","117,349","119,240","119,964","122,038","122,710","120,481","120,688","120,199","118,580","115,895","102,311","92,595","100,308","100,930","101,596"
Tamaulipas,Preescolar, P�BLICO,"73,784","71,290","78,025","80,378","89,514","97,520","102,871","98,515","98,640","97,847","97,334","98,595","98,272","99,857","99,931","97,794","97,387","93,534","90,829","90,954","85,340","77,518","81,272","81,073","81,217"
Tamaulipas,Preescolar, PRIVADO,"10,471","10,301","10,286","10,152","12,369","15,618","18,541","18,813","20,400","20,050","20,015","20,645","21,692","22,181","22,779","22,687","23,301","26,665","27,751","24,941","16,971","15,077","19,036","19,857","20,379"
Tamaulipas,Primaria  , TOTAL,"378,948","382,368","387,424","388,910","396,874","392,262","395,416","402,580","408,360","410,503","407,708","407,619","400,878","387,336","389,456","388,428","387,187","384,082","380,719","376,791","369,942","363,253","359,932","353,648","347,478"
Tamaulipas,Primaria, P�BLICO,"353,665","356,428","361,467","363,280","371,043","367,006","369,639","375,633","380,277","382,186","379,627","378,840","371,565","357,296","358,149","356,344","353,847","349,377","344,814","339,498","335,468","329,598","322,494","315,427","308,849"
Tamaulipas,Primaria, PRIVADO,"25,283","25,940","25,957","25,630","25,831","25,256","25,777","26,947","28,083","28,317","28,081","28,779","29,313","30,040","31,307","32,084","33,340","34,705","35,905","37,293","34,474","33,655","37,438","38,221","38,629"
Tamaulipas,Secundaria, TOTAL,"141,736","144,630","149,889","153,527","152,077","157,632","162,995","171,386","169,983","166,592","165,261","165,621","170,916","178,015","182,346","180,430","173,930","172,783","172,516","174,615","175,384","172,977","170,009","169,786","169,580"
Tamaulipas,Secundaria, P�BLICO,"130,640","132,913","138,060","142,243","141,193","146,570","151,399","159,275","157,587","154,604","153,405","153,910","158,544","164,342","167,692","165,382","158,797","157,132","156,083","157,203","158,427","156,287","152,182","151,292","150,908"
